image_id,domain,split,image_path
n07740461_15054,A (Apple),train,trainA/n07740461_15054.jpg
n07740461_15064,A (Apple),train,trainA/n07740461_15064.jpg
n07740461_15074,A (Apple),train,trainA/n07740461_15074.jpg
n07740461_15075,A (Apple),train,trainA/n07740461_15075.jpg
n07740461_15079,A (Apple),train,trainA/n07740461_15079.jpg
n07740461_15087,A (Apple),train,trainA/n07740461_15087.jpg
n07740461_15098,A (Apple),train,trainA/n07740461_15098.jpg
n07740461_15099,A (Apple),train,trainA/n07740461_15099.jpg
n07740461_15196,A (Apple),train,trainA/n07740461_15196.jpg
n07740461_15208,A (Apple),train,trainA/n07740461_15208.jpg
n07740461_15239,A (Apple),train,trainA/n07740461_15239.jpg
n07740461_1524,A (Apple),train,trainA/n07740461_1524.jpg
n07740461_15281,B (Orange),test,testB/n07740461_15281.jpg
n07740461_1541,B (Orange),test,testB/n07740461_1541.jpg
n07740461_1550,B (Orange),test,testB/n07740461_1550.jpg
n07740461_1555,A (Apple),train,trainA/n07740461_1555.jpg
n07740461_1556,A (Apple),train,trainA/n07740461_1556.jpg
n07740461_1560,B (Orange),test,testB/n07740461_1560.jpg
n07740461_1563,A (Apple),train,trainA/n07740461_1563.jpg
n07740461_158,A (Apple),train,trainA/n07740461_158.jpg
n07740461_1580,B (Orange),test,testB/n07740461_1580.jpg
n07740461_1582,A (Apple),train,trainA/n07740461_1582.jpg
n07740461_1605,A (Apple),train,trainA/n07740461_1605.jpg
n07740461_1612,A (Apple),train,trainA/n07740461_1612.jpg
n07740461_1623,A (Apple),train,trainA/n07740461_1623.jpg
n07740461_1629,A (Apple),train,trainA/n07740461_1629.jpg
n07740461_1631,B (Orange),test,testB/n07740461_1631.jpg
n07740461_1647,A (Apple),train,trainA/n07740461_1647.jpg
n07740461_165,A (Apple),train,trainA/n07740461_165.jpg
n07740461_1656,A (Apple),train,trainA/n07740461_1656.jpg
n07740461_166,A (Apple),train,trainA/n07740461_166.jpg
n07740461_1661,B (Orange),test,testB/n07740461_1661.jpg
n07740461_1668,A (Apple),train,trainA/n07740461_1668.jpg
n07740461_1677,A (Apple),train,trainA/n07740461_1677.jpg
n07740461_1679,A (Apple),train,trainA/n07740461_1679.jpg
n07740461_1680,B (Orange),test,testB/n07740461_1680.jpg
n07740461_1685,A (Apple),train,trainA/n07740461_1685.jpg
n07740461_1690,B (Orange),test,testB/n07740461_1690.jpg
n07740461_1696,A (Apple),train,trainA/n07740461_1696.jpg
n07740461_1698,A (Apple),train,trainA/n07740461_1698.jpg
n07740461_1713,A (Apple),train,trainA/n07740461_1713.jpg
n07740461_1723,A (Apple),train,trainA/n07740461_1723.jpg
n07740461_173,A (Apple),train,trainA/n07740461_173.jpg
n07740461_1734,A (Apple),train,trainA/n07740461_1734.jpg
n07740461_1735,A (Apple),train,trainA/n07740461_1735.jpg
n07740461_1742,A (Apple),train,trainA/n07740461_1742.jpg
n07740461_1743,A (Apple),train,trainA/n07740461_1743.jpg
n07740461_175,A (Apple),train,trainA/n07740461_175.jpg
n07740461_1754,A (Apple),train,trainA/n07740461_1754.jpg
n07740461_1761,B (Orange),test,testB/n07740461_1761.jpg
n07740461_1778,A (Apple),train,trainA/n07740461_1778.jpg
n07740461_1780,B (Orange),test,testB/n07740461_1780.jpg
n07740461_1787,A (Apple),train,trainA/n07740461_1787.jpg
n07740461_1790,B (Orange),test,testB/n07740461_1790.jpg
n07740461_1800,B (Orange),test,testB/n07740461_1800.jpg
n07740461_1803,A (Apple),train,trainA/n07740461_1803.jpg
n07740461_1808,A (Apple),train,trainA/n07740461_1808.jpg
n07740461_1812,A (Apple),train,trainA/n07740461_1812.jpg
n07740461_1823,A (Apple),train,trainA/n07740461_1823.jpg
n07740461_1828,A (Apple),train,trainA/n07740461_1828.jpg
n07740461_183,A (Apple),train,trainA/n07740461_183.jpg
n07740461_1834,A (Apple),train,trainA/n07740461_1834.jpg
n07740461_1840,B (Orange),test,testB/n07740461_1840.jpg
n07740461_1844,A (Apple),train,trainA/n07740461_1844.jpg
n07740461_1848,A (Apple),train,trainA/n07740461_1848.jpg
n07740461_1849,A (Apple),train,trainA/n07740461_1849.jpg
n07740461_1859,A (Apple),train,trainA/n07740461_1859.jpg
n07740461_1889,A (Apple),train,trainA/n07740461_1889.jpg
n07740461_1916,A (Apple),train,trainA/n07740461_1916.jpg
n07740461_1923,A (Apple),train,trainA/n07740461_1923.jpg
n07740461_1926,A (Apple),train,trainA/n07740461_1926.jpg
n07740461_1930,B (Orange),test,testB/n07740461_1930.jpg
n07740461_1937,A (Apple),train,trainA/n07740461_1937.jpg
n07740461_1949,A (Apple),train,trainA/n07740461_1949.jpg
n07740461_1954,A (Apple),train,trainA/n07740461_1954.jpg
n07740461_1957,A (Apple),train,trainA/n07740461_1957.jpg
n07740461_1958,A (Apple),train,trainA/n07740461_1958.jpg
n07740461_1966,A (Apple),train,trainA/n07740461_1966.jpg
n07740461_1978,A (Apple),train,trainA/n07740461_1978.jpg
n07740461_1979,A (Apple),train,trainA/n07740461_1979.jpg
n07740461_198,A (Apple),train,trainA/n07740461_198.jpg
n07740461_1985,A (Apple),train,trainA/n07740461_1985.jpg
n07740461_1987,A (Apple),train,trainA/n07740461_1987.jpg
n07740461_1990,B (Orange),test,testB/n07740461_1990.jpg
n07740461_1993,A (Apple),train,trainA/n07740461_1993.jpg
n07740461_2,A (Apple),train,trainA/n07740461_2.jpg
n07740461_20,B (Orange),test,testB/n07740461_20.jpg
n07740461_200,B (Orange),test,testB/n07740461_200.jpg
n07740461_2026,A (Apple),train,trainA/n07740461_2026.jpg
n07740461_2028,A (Apple),train,trainA/n07740461_2028.jpg
n07740461_2040,B (Orange),test,testB/n07740461_2040.jpg
n07740461_2077,A (Apple),train,trainA/n07740461_2077.jpg
n07740461_2099,A (Apple),train,trainA/n07740461_2099.jpg
n07740461_2101,B (Orange),test,testB/n07740461_2101.jpg
n07740461_2105,A (Apple),train,trainA/n07740461_2105.jpg
n07740461_2115,A (Apple),train,trainA/n07740461_2115.jpg
n07740461_2122,A (Apple),train,trainA/n07740461_2122.jpg
n07740461_2128,A (Apple),train,trainA/n07740461_2128.jpg
n07740461_2130,B (Orange),test,testB/n07740461_2130.jpg
n07740461_2131,B (Orange),test,testB/n07740461_2131.jpg
n07740461_2136,A (Apple),train,trainA/n07740461_2136.jpg
n07740461_2142,A (Apple),train,trainA/n07740461_2142.jpg
n07740461_2151,B (Orange),test,testB/n07740461_2151.jpg
n07740461_2168,A (Apple),train,trainA/n07740461_2168.jpg
n07740461_2176,A (Apple),train,trainA/n07740461_2176.jpg
n07740461_2181,B (Orange),test,testB/n07740461_2181.jpg
n07740461_2189,A (Apple),train,trainA/n07740461_2189.jpg
n07740461_2194,A (Apple),train,trainA/n07740461_2194.jpg
n07740461_2196,A (Apple),train,trainA/n07740461_2196.jpg
n07740461_2199,A (Apple),train,trainA/n07740461_2199.jpg
n07740461_2204,A (Apple),train,trainA/n07740461_2204.jpg
n07740461_2210,B (Orange),test,testB/n07740461_2210.jpg
n07740461_222,A (Apple),train,trainA/n07740461_222.jpg
n07740461_2228,A (Apple),train,trainA/n07740461_2228.jpg
n07740461_2239,A (Apple),train,trainA/n07740461_2239.jpg
n07740461_2243,A (Apple),train,trainA/n07740461_2243.jpg
n07740461_2246,A (Apple),train,trainA/n07740461_2246.jpg
n07740461_2257,A (Apple),train,trainA/n07740461_2257.jpg
n07740461_226,A (Apple),train,trainA/n07740461_226.jpg
n07740461_2263,A (Apple),train,trainA/n07740461_2263.jpg
n07740461_2268,A (Apple),train,trainA/n07740461_2268.jpg
n07740461_2278,A (Apple),train,trainA/n07740461_2278.jpg
n07740461_230,B (Orange),test,testB/n07740461_230.jpg
n07740461_2301,B (Orange),test,testB/n07740461_2301.jpg
n07740461_2307,A (Apple),train,trainA/n07740461_2307.jpg
n07740461_2322,A (Apple),train,trainA/n07740461_2322.jpg
n07740461_2326,A (Apple),train,trainA/n07740461_2326.jpg
n07740461_2329,A (Apple),train,trainA/n07740461_2329.jpg
n07740461_234,A (Apple),train,trainA/n07740461_234.jpg
n07740461_2349,A (Apple),train,trainA/n07740461_2349.jpg
n07740461_235,A (Apple),train,trainA/n07740461_235.jpg
n07740461_2359,A (Apple),train,trainA/n07740461_2359.jpg
n07740461_236,A (Apple),train,trainA/n07740461_236.jpg
n07740461_237,A (Apple),train,trainA/n07740461_237.jpg
n07740461_2371,B (Orange),test,testB/n07740461_2371.jpg
n07740461_239,A (Apple),train,trainA/n07740461_239.jpg
n07740461_240,B (Orange),test,testB/n07740461_240.jpg
n07740461_2405,A (Apple),train,trainA/n07740461_2405.jpg
n07740461_2408,A (Apple),train,trainA/n07740461_2408.jpg
n07740461_2419,A (Apple),train,trainA/n07740461_2419.jpg
n07740461_242,A (Apple),train,trainA/n07740461_242.jpg
n07740461_2431,B (Orange),test,testB/n07740461_2431.jpg
n07740461_2433,A (Apple),train,trainA/n07740461_2433.jpg
n07740461_2435,A (Apple),train,trainA/n07740461_2435.jpg
n07740461_2443,A (Apple),train,trainA/n07740461_2443.jpg
n07740461_2461,B (Orange),test,testB/n07740461_2461.jpg
n07740461_2468,A (Apple),train,trainA/n07740461_2468.jpg
n07740461_247,A (Apple),train,trainA/n07740461_247.jpg
n07740461_2476,A (Apple),train,trainA/n07740461_2476.jpg
n07740461_2478,A (Apple),train,trainA/n07740461_2478.jpg
n07740461_2483,A (Apple),train,trainA/n07740461_2483.jpg
n07740461_2500,B (Orange),test,testB/n07740461_2500.jpg
n07740461_2510,B (Orange),test,testB/n07740461_2510.jpg
n07740461_2520,B (Orange),test,testB/n07740461_2520.jpg
n07740461_2522,A (Apple),train,trainA/n07740461_2522.jpg
n07740461_2525,A (Apple),train,trainA/n07740461_2525.jpg
n07740461_2530,B (Orange),test,testB/n07740461_2530.jpg
n07740461_2542,A (Apple),train,trainA/n07740461_2542.jpg
n07740461_2549,A (Apple),train,trainA/n07740461_2549.jpg
n07740461_2550,B (Orange),test,testB/n07740461_2550.jpg
n07740461_2552,A (Apple),train,trainA/n07740461_2552.jpg
n07740461_2561,B (Orange),test,testB/n07740461_2561.jpg
n07740461_2566,A (Apple),train,trainA/n07740461_2566.jpg
n07740461_2583,A (Apple),train,trainA/n07740461_2583.jpg
n07740461_2587,A (Apple),train,trainA/n07740461_2587.jpg
n07740461_2588,A (Apple),train,trainA/n07740461_2588.jpg
n07740461_2616,A (Apple),train,trainA/n07740461_2616.jpg
n07740461_2656,A (Apple),train,trainA/n07740461_2656.jpg
n07740461_2672,A (Apple),train,trainA/n07740461_2672.jpg
n07740461_2683,A (Apple),train,trainA/n07740461_2683.jpg
n07740461_2688,A (Apple),train,trainA/n07740461_2688.jpg
n07740461_2698,A (Apple),train,trainA/n07740461_2698.jpg
n07740461_2701,B (Orange),test,testB/n07740461_2701.jpg
n07740461_272,A (Apple),train,trainA/n07740461_272.jpg
n07740461_2739,A (Apple),train,trainA/n07740461_2739.jpg
n07740461_2743,A (Apple),train,trainA/n07740461_2743.jpg
n07740461_275,A (Apple),train,trainA/n07740461_275.jpg
n07740461_2770,B (Orange),test,testB/n07740461_2770.jpg
n07740461_278,A (Apple),train,trainA/n07740461_278.jpg
n07740461_2787,A (Apple),train,trainA/n07740461_2787.jpg
n07740461_2792,A (Apple),train,trainA/n07740461_2792.jpg
n07740461_2798,A (Apple),train,trainA/n07740461_2798.jpg
n07740461_2818,A (Apple),train,trainA/n07740461_2818.jpg
n07740461_283,A (Apple),train,trainA/n07740461_283.jpg
n07740461_2840,B (Orange),test,testB/n07740461_2840.jpg
n07740461_2867,A (Apple),train,trainA/n07740461_2867.jpg
n07740461_287,A (Apple),train,trainA/n07740461_287.jpg
n07740461_2874,A (Apple),train,trainA/n07740461_2874.jpg
n07740461_2909,A (Apple),train,trainA/n07740461_2909.jpg
n07740461_2912,A (Apple),train,trainA/n07740461_2912.jpg
n07740461_2918,A (Apple),train,trainA/n07740461_2918.jpg
n07740461_2921,B (Orange),test,testB/n07740461_2921.jpg
n07740461_2930,B (Orange),test,testB/n07740461_2930.jpg
n07740461_2960,B (Orange),test,testB/n07740461_2960.jpg
n07740461_2963,A (Apple),train,trainA/n07740461_2963.jpg
n07740461_2970,B (Orange),test,testB/n07740461_2970.jpg
n07740461_3031,B (Orange),test,testB/n07740461_3031.jpg
n07740461_3036,A (Apple),train,trainA/n07740461_3036.jpg
n07740461_3043,A (Apple),train,trainA/n07740461_3043.jpg
n07740461_3062,A (Apple),train,trainA/n07740461_3062.jpg
n07740461_3063,A (Apple),train,trainA/n07740461_3063.jpg
n07740461_3073,A (Apple),train,trainA/n07740461_3073.jpg
n07740461_3074,A (Apple),train,trainA/n07740461_3074.jpg
n07740461_3081,B (Orange),test,testB/n07740461_3081.jpg
n07740461_3095,A (Apple),train,trainA/n07740461_3095.jpg
n07740461_3099,A (Apple),train,trainA/n07740461_3099.jpg
n07740461_312,A (Apple),train,trainA/n07740461_312.jpg
n07740461_3123,A (Apple),train,trainA/n07740461_3123.jpg
n07740461_3139,A (Apple),train,trainA/n07740461_3139.jpg
n07740461_3143,A (Apple),train,trainA/n07740461_3143.jpg
n07740461_3151,B (Orange),test,testB/n07740461_3151.jpg
n07740461_3159,A (Apple),train,trainA/n07740461_3159.jpg
n07740461_3178,A (Apple),train,trainA/n07740461_3178.jpg
n07740461_318,A (Apple),train,trainA/n07740461_318.jpg
n07740461_3184,A (Apple),train,trainA/n07740461_3184.jpg
n07740461_3187,A (Apple),train,trainA/n07740461_3187.jpg
n07740461_3188,A (Apple),train,trainA/n07740461_3188.jpg
n07740461_3210,B (Orange),test,testB/n07740461_3210.jpg
n07740461_3211,B (Orange),test,testB/n07740461_3211.jpg
n07740461_3229,A (Apple),train,trainA/n07740461_3229.jpg
n07740461_3248,A (Apple),train,trainA/n07740461_3248.jpg
n07740461_325,A (Apple),train,trainA/n07740461_325.jpg
n07740461_3260,B (Orange),test,testB/n07740461_3260.jpg
n07740461_3268,A (Apple),train,trainA/n07740461_3268.jpg
n07740461_3289,A (Apple),train,trainA/n07740461_3289.jpg
n07740461_329,A (Apple),train,trainA/n07740461_329.jpg
n07740461_3295,A (Apple),train,trainA/n07740461_3295.jpg
n07740461_3301,B (Orange),test,testB/n07740461_3301.jpg
n07740461_3309,A (Apple),train,trainA/n07740461_3309.jpg
n07740461_3322,A (Apple),train,trainA/n07740461_3322.jpg
n07740461_3352,A (Apple),train,trainA/n07740461_3352.jpg
n07740461_3382,A (Apple),train,trainA/n07740461_3382.jpg
n07740461_3393,A (Apple),train,trainA/n07740461_3393.jpg
n07740461_3398,A (Apple),train,trainA/n07740461_3398.jpg
n07740461_3406,A (Apple),train,trainA/n07740461_3406.jpg
n07740461_3410,B (Orange),test,testB/n07740461_3410.jpg
n07740461_3420,B (Orange),test,testB/n07740461_3420.jpg
n07740461_3428,A (Apple),train,trainA/n07740461_3428.jpg
n07740461_3429,A (Apple),train,trainA/n07740461_3429.jpg
n07740461_3433,A (Apple),train,trainA/n07740461_3433.jpg
n07740461_3452,A (Apple),train,trainA/n07740461_3452.jpg
n07740461_3454,A (Apple),train,trainA/n07740461_3454.jpg
n07740461_3458,A (Apple),train,trainA/n07740461_3458.jpg
n07740461_3464,A (Apple),train,trainA/n07740461_3464.jpg
n07740461_3468,A (Apple),train,trainA/n07740461_3468.jpg
n07740461_3469,A (Apple),train,trainA/n07740461_3469.jpg
n07740461_3476,A (Apple),train,trainA/n07740461_3476.jpg
n07740461_3485,A (Apple),train,trainA/n07740461_3485.jpg
n07740461_3498,A (Apple),train,trainA/n07740461_3498.jpg
n07740461_350,B (Orange),test,testB/n07740461_350.jpg
n07740461_3503,A (Apple),train,trainA/n07740461_3503.jpg
n07740461_3520,B (Orange),test,testB/n07740461_3520.jpg
n07740461_353,A (Apple),train,trainA/n07740461_353.jpg
n07740461_3530,B (Orange),test,testB/n07740461_3530.jpg
n07740461_3535,A (Apple),train,trainA/n07740461_3535.jpg
n07740461_354,A (Apple),train,trainA/n07740461_354.jpg
n07740461_3552,A (Apple),train,trainA/n07740461_3552.jpg
n07740461_3561,B (Orange),test,testB/n07740461_3561.jpg
n07740461_3569,A (Apple),train,trainA/n07740461_3569.jpg
n07740461_3571,B (Orange),test,testB/n07740461_3571.jpg
n07740461_3586,A (Apple),train,trainA/n07740461_3586.jpg
n07740461_360,B (Orange),test,testB/n07740461_360.jpg
n07740461_3602,A (Apple),train,trainA/n07740461_3602.jpg
n07740461_3638,A (Apple),train,trainA/n07740461_3638.jpg
n07740461_364,A (Apple),train,trainA/n07740461_364.jpg
n07740461_3640,B (Orange),test,testB/n07740461_3640.jpg
n07740461_3651,B (Orange),test,testB/n07740461_3651.jpg
n07740461_3652,A (Apple),train,trainA/n07740461_3652.jpg
n07740461_3664,A (Apple),train,trainA/n07740461_3664.jpg
n07740461_3670,B (Orange),test,testB/n07740461_3670.jpg
n07740461_3676,A (Apple),train,trainA/n07740461_3676.jpg
n07740461_3683,A (Apple),train,trainA/n07740461_3683.jpg
n07740461_369,A (Apple),train,trainA/n07740461_369.jpg
n07740461_3699,A (Apple),train,trainA/n07740461_3699.jpg
n07740461_3720,B (Orange),test,testB/n07740461_3720.jpg
n07740461_3736,A (Apple),train,trainA/n07740461_3736.jpg
n07740461_3755,A (Apple),train,trainA/n07740461_3755.jpg
n07740461_3776,A (Apple),train,trainA/n07740461_3776.jpg
n07740461_3777,A (Apple),train,trainA/n07740461_3777.jpg
n07740461_3794,A (Apple),train,trainA/n07740461_3794.jpg
n07740461_38,A (Apple),train,trainA/n07740461_38.jpg
n07740461_3823,A (Apple),train,trainA/n07740461_3823.jpg
n07740461_3838,A (Apple),train,trainA/n07740461_3838.jpg
n07740461_384,A (Apple),train,trainA/n07740461_384.jpg
n07740461_385,A (Apple),train,trainA/n07740461_385.jpg
n07740461_3865,A (Apple),train,trainA/n07740461_3865.jpg
n07740461_3881,B (Orange),test,testB/n07740461_3881.jpg
n07740461_3892,A (Apple),train,trainA/n07740461_3892.jpg
n07740461_3895,A (Apple),train,trainA/n07740461_3895.jpg
n07740461_3904,A (Apple),train,trainA/n07740461_3904.jpg
n07740461_3930,B (Orange),test,testB/n07740461_3930.jpg
n07740461_3937,A (Apple),train,trainA/n07740461_3937.jpg
n07740461_3960,B (Orange),test,testB/n07740461_3960.jpg
n07740461_3970,B (Orange),test,testB/n07740461_3970.jpg
n07740461_3976,A (Apple),train,trainA/n07740461_3976.jpg
n07740461_3980,B (Orange),test,testB/n07740461_3980.jpg
n07740461_3998,A (Apple),train,trainA/n07740461_3998.jpg
n07740461_40,B (Orange),test,testB/n07740461_40.jpg
n07740461_4009,A (Apple),train,trainA/n07740461_4009.jpg
n07740461_4017,A (Apple),train,trainA/n07740461_4017.jpg
n07740461_4019,A (Apple),train,trainA/n07740461_4019.jpg
n07740461_4027,A (Apple),train,trainA/n07740461_4027.jpg
n07740461_4039,A (Apple),train,trainA/n07740461_4039.jpg
n07740461_4044,A (Apple),train,trainA/n07740461_4044.jpg
n07740461_4054,A (Apple),train,trainA/n07740461_4054.jpg
n07740461_409,A (Apple),train,trainA/n07740461_409.jpg
n07740461_4093,A (Apple),train,trainA/n07740461_4093.jpg
n07740461_41,B (Orange),test,testB/n07740461_41.jpg
n07740461_411,B (Orange),test,testB/n07740461_411.jpg
n07740461_413,A (Apple),train,trainA/n07740461_413.jpg
n07740461_4163,A (Apple),train,trainA/n07740461_4163.jpg
n07740461_4199,A (Apple),train,trainA/n07740461_4199.jpg
n07740461_4203,A (Apple),train,trainA/n07740461_4203.jpg
n07740461_4231,B (Orange),test,testB/n07740461_4231.jpg
n07740461_4238,A (Apple),train,trainA/n07740461_4238.jpg
n07740461_4244,A (Apple),train,trainA/n07740461_4244.jpg
n07740461_4249,A (Apple),train,trainA/n07740461_4249.jpg
n07740461_4257,A (Apple),train,trainA/n07740461_4257.jpg
n07740461_4278,A (Apple),train,trainA/n07740461_4278.jpg
n07740461_4292,A (Apple),train,trainA/n07740461_4292.jpg
n07740461_4299,A (Apple),train,trainA/n07740461_4299.jpg
n07740461_4331,B (Orange),test,testB/n07740461_4331.jpg
n07740461_4376,A (Apple),train,trainA/n07740461_4376.jpg
n07740461_4398,A (Apple),train,trainA/n07740461_4398.jpg
n07740461_4399,A (Apple),train,trainA/n07740461_4399.jpg
n07740461_4412,A (Apple),train,trainA/n07740461_4412.jpg
n07740461_4415,A (Apple),train,trainA/n07740461_4415.jpg
n07740461_4427,A (Apple),train,trainA/n07740461_4427.jpg
n07740461_4445,A (Apple),train,trainA/n07740461_4445.jpg
n07740461_4467,A (Apple),train,trainA/n07740461_4467.jpg
n07740461_4478,A (Apple),train,trainA/n07740461_4478.jpg
n07740461_4487,A (Apple),train,trainA/n07740461_4487.jpg
n07740461_4491,B (Orange),test,testB/n07740461_4491.jpg
n07740461_4503,A (Apple),train,trainA/n07740461_4503.jpg
n07740461_451,B (Orange),test,testB/n07740461_451.jpg
n07740461_4523,A (Apple),train,trainA/n07740461_4523.jpg
n07740461_4545,A (Apple),train,trainA/n07740461_4545.jpg
n07740461_4546,A (Apple),train,trainA/n07740461_4546.jpg
n07740461_4553,A (Apple),train,trainA/n07740461_4553.jpg
n07740461_4566,A (Apple),train,trainA/n07740461_4566.jpg
n07740461_4582,A (Apple),train,trainA/n07740461_4582.jpg
n07740461_4585,A (Apple),train,trainA/n07740461_4585.jpg
n07740461_4602,A (Apple),train,trainA/n07740461_4602.jpg
n07740461_4610,B (Orange),test,testB/n07740461_4610.jpg
n07740461_4618,A (Apple),train,trainA/n07740461_4618.jpg
n07740461_4622,A (Apple),train,trainA/n07740461_4622.jpg
n07740461_4623,A (Apple),train,trainA/n07740461_4623.jpg
n07740461_4644,A (Apple),train,trainA/n07740461_4644.jpg
n07740461_4662,A (Apple),train,trainA/n07740461_4662.jpg
n07740461_4681,B (Orange),test,testB/n07740461_4681.jpg
n07740461_4686,A (Apple),train,trainA/n07740461_4686.jpg
n07740461_4750,B (Orange),test,testB/n07740461_4750.jpg
n07740461_4773,A (Apple),train,trainA/n07740461_4773.jpg
n07740461_4780,B (Orange),test,testB/n07740461_4780.jpg
n07740461_4783,A (Apple),train,trainA/n07740461_4783.jpg
n07740461_4804,A (Apple),train,trainA/n07740461_4804.jpg
n07740461_4805,A (Apple),train,trainA/n07740461_4805.jpg
n07740461_4813,A (Apple),train,trainA/n07740461_4813.jpg
n07740461_4816,A (Apple),train,trainA/n07740461_4816.jpg
n07740461_4834,A (Apple),train,trainA/n07740461_4834.jpg
n07740461_4836,A (Apple),train,trainA/n07740461_4836.jpg
n07740461_4846,A (Apple),train,trainA/n07740461_4846.jpg
n07740461_488,A (Apple),train,trainA/n07740461_488.jpg
n07740461_4884,A (Apple),train,trainA/n07740461_4884.jpg
n07740461_4891,B (Orange),test,testB/n07740461_4891.jpg
n07740461_490,B (Orange),test,testB/n07740461_490.jpg
n07740461_492,A (Apple),train,trainA/n07740461_492.jpg
n07740461_4927,A (Apple),train,trainA/n07740461_4927.jpg
n07740461_4936,A (Apple),train,trainA/n07740461_4936.jpg
n07740461_494,A (Apple),train,trainA/n07740461_494.jpg
n07740461_4945,A (Apple),train,trainA/n07740461_4945.jpg
n07740461_4952,A (Apple),train,trainA/n07740461_4952.jpg
n07740461_496,A (Apple),train,trainA/n07740461_496.jpg
n07740461_4974,A (Apple),train,trainA/n07740461_4974.jpg
n07740461_499,A (Apple),train,trainA/n07740461_499.jpg
n07740461_4991,B (Orange),test,testB/n07740461_4991.jpg
n07740461_4992,A (Apple),train,trainA/n07740461_4992.jpg
n07740461_5024,A (Apple),train,trainA/n07740461_5024.jpg
n07740461_5037,A (Apple),train,trainA/n07740461_5037.jpg
n07740461_5043,A (Apple),train,trainA/n07740461_5043.jpg
n07740461_5067,A (Apple),train,trainA/n07740461_5067.jpg
n07740461_5077,A (Apple),train,trainA/n07740461_5077.jpg
n07740461_5079,A (Apple),train,trainA/n07740461_5079.jpg
n07740461_51,B (Orange),test,testB/n07740461_51.jpg
n07740461_510,B (Orange),test,testB/n07740461_510.jpg
n07740461_5119,A (Apple),train,trainA/n07740461_5119.jpg
n07740461_5122,A (Apple),train,trainA/n07740461_5122.jpg
n07740461_5127,A (Apple),train,trainA/n07740461_5127.jpg
n07740461_5135,A (Apple),train,trainA/n07740461_5135.jpg
n07740461_5141,B (Orange),test,testB/n07740461_5141.jpg
n07740461_5146,A (Apple),train,trainA/n07740461_5146.jpg
n07740461_5156,A (Apple),train,trainA/n07740461_5156.jpg
n07740461_5168,A (Apple),train,trainA/n07740461_5168.jpg
n07740461_5173,A (Apple),train,trainA/n07740461_5173.jpg
n07740461_5182,A (Apple),train,trainA/n07740461_5182.jpg
n07740461_5218,A (Apple),train,trainA/n07740461_5218.jpg
n07740461_5233,A (Apple),train,trainA/n07740461_5233.jpg
n07740461_524,A (Apple),train,trainA/n07740461_524.jpg
n07740461_5242,A (Apple),train,trainA/n07740461_5242.jpg
n07740461_5245,A (Apple),train,trainA/n07740461_5245.jpg
n07740461_526,A (Apple),train,trainA/n07740461_526.jpg
n07740461_5266,A (Apple),train,trainA/n07740461_5266.jpg
n07740461_533,A (Apple),train,trainA/n07740461_533.jpg
n07740461_5345,A (Apple),train,trainA/n07740461_5345.jpg
n07740461_5362,A (Apple),train,trainA/n07740461_5362.jpg
n07740461_5367,A (Apple),train,trainA/n07740461_5367.jpg
n07740461_5378,A (Apple),train,trainA/n07740461_5378.jpg
n07740461_5380,B (Orange),test,testB/n07740461_5380.jpg
n07740461_5416,A (Apple),train,trainA/n07740461_5416.jpg
n07740461_5421,B (Orange),test,testB/n07740461_5421.jpg
n07740461_543,A (Apple),train,trainA/n07740461_543.jpg
n07740461_5435,A (Apple),train,trainA/n07740461_5435.jpg
n07740461_5436,A (Apple),train,trainA/n07740461_5436.jpg
n07740461_5466,A (Apple),train,trainA/n07740461_5466.jpg
n07740461_5468,A (Apple),train,trainA/n07740461_5468.jpg
n07740461_5486,A (Apple),train,trainA/n07740461_5486.jpg
n07740461_55,A (Apple),train,trainA/n07740461_55.jpg
n07740461_5505,A (Apple),train,trainA/n07740461_5505.jpg
n07740461_5520,B (Orange),test,testB/n07740461_5520.jpg
n07740461_5532,A (Apple),train,trainA/n07740461_5532.jpg
n07740461_5549,A (Apple),train,trainA/n07740461_5549.jpg
n07740461_5567,A (Apple),train,trainA/n07740461_5567.jpg
n07740461_5605,A (Apple),train,trainA/n07740461_5605.jpg
n07740461_5645,A (Apple),train,trainA/n07740461_5645.jpg
n07740461_5660,B (Orange),test,testB/n07740461_5660.jpg
n07740461_5697,A (Apple),train,trainA/n07740461_5697.jpg
n07740461_5715,A (Apple),train,trainA/n07740461_5715.jpg
n07740461_5716,A (Apple),train,trainA/n07740461_5716.jpg
n07740461_5735,A (Apple),train,trainA/n07740461_5735.jpg
n07740461_574,A (Apple),train,trainA/n07740461_574.jpg
n07740461_5741,B (Orange),test,testB/n07740461_5741.jpg
n07740461_5755,A (Apple),train,trainA/n07740461_5755.jpg
n07740461_5775,A (Apple),train,trainA/n07740461_5775.jpg
n07740461_5786,A (Apple),train,trainA/n07740461_5786.jpg
n07740461_5794,A (Apple),train,trainA/n07740461_5794.jpg
n07740461_5822,A (Apple),train,trainA/n07740461_5822.jpg
n07740461_5826,A (Apple),train,trainA/n07740461_5826.jpg
n07740461_583,A (Apple),train,trainA/n07740461_583.jpg
n07740461_5831,B (Orange),test,testB/n07740461_5831.jpg
n07740461_5834,A (Apple),train,trainA/n07740461_5834.jpg
n07740461_5835,A (Apple),train,trainA/n07740461_5835.jpg
n07740461_5846,A (Apple),train,trainA/n07740461_5846.jpg
n07740461_5848,A (Apple),train,trainA/n07740461_5848.jpg
